ID,Income,Total Spent,Total Purchases,Recency,Complain,Campaign,Weighted Score,Customer Type
11051,77376.0,661,19,72,0,0,0.44446307415256475,Potential
8026,62998.0,463,14,10,0,0,0.392696952987049,Potential
433,61331.0,632,18,42,0,0,0.42486243150397063,Potential
9597,73448.0,725,18,10,0,0,0.5006883777585129,Potential
11084,65104.0,1053,15,4,0,0,0.5197750827078921,Potential
8690,86111.0,1385,22,73,0,0,0.6220964929990059,Potential
2937,68352.0,871,22,47,0,0,0.5160943223359731,Potential
9949,59809.0,877,12,36,0,0,0.41576523876320287,Potential
3830,59354.0,459,15,59,0,0,0.34384157170785756,Potential
7987,65747.0,460,15,96,0,1,0.345701738880142,Potential
7798,46344.0,429,13,28,0,0,0.32236591963943817,Potential
7055,61010.0,1021,24,57,0,0,0.5358115499262993,Potential
3025,49967.0,306,12,4,0,0,0.32288754882162624,Potential
2730,80317.0,1231,17,64,0,0,0.5436442593697484,Potential
10095,74165.0,1293,19,9,0,0,0.6156724992370233,Potential
10573,62551.0,421,17,27,0,1,0.4200497840175914,Potential
6637,66951.0,1117,14,46,0,0,0.48364397449842755,Potential
6935,78497.0,978,24,44,0,1,0.6045819623207929,Potential
10562,66835.0,1033,23,21,0,0,0.5777807268112126,Potential
3934,61286.0,608,16,34,0,0,0.4097412411384581,Potential
5602,66973.0,1282,27,98,0,0,0.5829695290330263,Potential
6999,69661.0,834,22,80,0,0,0.47892731317502435,Potential
9938,80067.0,1600,16,82,0,1,0.6074665711415298,Potential
6422,86718.0,1270,16,20,0,0,0.5998575753552666,Potential
7300,69142.0,535,16,50,0,1,0.4226073592206148,Potential
10424,75922.0,1295,17,60,0,0,0.549632186374117,Potential
8727,63693.0,1150,26,63,0,0,0.5777963001637604,Potential
6521,77972.0,1101,19,18,0,0,0.5801251327072597,Potential
2877,46014.0,541,16,21,0,0,0.3771506393129836,Potential
0,70951.0,1198,16,66,0,0,0.5056760564172921,Potential
454,69508.0,1135,26,48,0,0,0.6030091558593639,Potential
2075,72460.0,1047,15,56,0,0,0.4823308666552559,Potential
4785,77622.0,714,20,3,0,0,0.5336888384999809,Potential
7079,63887.0,1245,27,38,0,0,0.6300812142845051,Potential
7375,51369.0,576,14,84,0,0,0.31288340880570636,Potential
709,51537.0,1103,15,27,0,0,0.47578990616751804,Potential
460,79930.0,1753,16,72,0,0,0.620017346875492,Potential
6798,37070.0,433,14,30,0,0,0.3100609465617597,Potential
3233,62745.0,1117,26,89,0,0,0.5434643745884481,Potential
9449,79761.0,605,18,32,0,0,0.47057741552478,Potential
9940,64961.0,1009,14,97,0,0,0.40816570587825696,Potential
6439,61074.0,1102,24,37,0,0,0.570845905846897,Potential
9265,75027.0,1390,19,74,0,0,0.5695044178051623,Potential
8932,65176.0,1531,21,57,0,0,0.6093469049212346,Potential
10992,75702.0,1148,21,77,0,0,0.5428142486643486,Potential
309,63342.0,1101,16,48,0,1,0.5145387328753287,Potential
1184,69674.0,845,22,46,0,0,0.5152944862070625,Potential
1225,80124.0,1495,18,47,0,1,0.6426506588196952,Potential
291,72940.0,981,12,13,0,0,0.48672432410952254,Potential
2379,69267.0,1635,12,31,0,0,0.5790903663982494,Potential
3066,61905.0,231,10,2,0,0,0.31879541879694084,Potential
2304,66313.0,770,21,86,0,0,0.4445242077142077,Potential
3445,60714.0,957,21,56,0,0,0.49643778747619,Potential
7828,77882.0,818,11,29,0,0,0.44248608274461965,Potential
3762,69867.0,925,16,30,0,1,0.5151406159792038,Potential
4391,63841.0,908,21,64,0,0,0.4863429283444657,Potential
10144,51369.0,576,14,84,0,0,0.31288340880570636,Potential
1672,65640.0,461,14,74,0,0,0.3334951416608361,Potential
10983,75278.0,930,22,17,0,0,0.5723228021844105,Potential
8148,50898.0,859,20,88,0,0,0.41538780313113643,Potential
2926,55951.0,1374,20,62,0,2,0.5961674015672568,Potential
7119,68627.0,825,11,45,0,0,0.40725059507106076,Potential
3924,57912.0,916,23,34,0,1,0.5488143840708343,Potential
5596,58821.0,728,20,44,0,0,0.45348730364958834,Potential
9274,80950.0,1213,22,44,0,1,0.6338478715014435,Potential
6963,77457.0,1157,17,85,0,1,0.5277235323479662,Potential
4440,64100.0,546,17,93,0,1,0.3794603014353268,Potential
2437,0.0,1611,23,69,0,2,0.5372218634348319,Potential
6320,70893.0,1508,22,42,0,0,0.6422683178899671,Potential
9478,66503.0,401,13,30,0,0,0.3595788476433028,Potential
2863,0.0,1052,15,67,0,2,0.3628514971358079,Potential
1802,64795.0,680,18,23,0,0,0.4603747753937609,Potential
9750,64325.0,1307,18,41,0,0,0.5548841495779141,Potential
2607,40464.0,630,18,78,0,0,0.3422680479646921,Potential
7214,62187.0,1283,17,49,0,0,0.5283756959267945,Potential
10675,66334.0,1161,17,82,0,0,0.4820297563741805,Potential
10151,62204.0,946,21,38,0,0,0.5158996283776024,Potential
10172,68655.0,1538,20,95,0,0,0.5705049453727549,Potential
9707,55212.0,1182,17,65,0,2,0.5285630267523451,Potential
6245,59292.0,507,16,71,0,0,0.3496652435491164,Potential
1411,82623.0,940,15,58,0,0,0.4832425736404084,Potential
1826,84835.0,1190,14,0,0,0,0.582660273709999,Potential
2579,71113.0,835,22,95,0,0,0.46714883422761044,Potential
175,71952.0,1443,20,93,0,2,0.612541365361743,Potential
9185,69759.0,1029,15,38,0,0,0.491310773416827,Potential
11056,72099.0,1188,17,18,0,0,0.5642455520052722,Potential
9365,60000.0,1277,19,57,0,0,0.5331493473934966,Potential
6184,68462.0,1670,14,6,0,0,0.627671658662429,Potential
6142,65073.0,900,13,65,1,0,0.3615898727464847,Potential
4107,46681.0,425,14,52,0,0,0.3075137450273006,Potential
9336,62187.0,636,18,38,0,0,0.4315099327936491,Potential
5837,51479.0,494,15,67,0,0,0.3247988831630151,Potential
10704,54803.0,693,17,65,0,0,0.3889699242270506,Potential
5125,79530.0,1348,25,64,0,0,0.638135627452797,Potential
2928,52614.0,990,14,63,0,0,0.41192286792749944,Potential
1245,63810.0,1371,19,45,0,1,0.5956949406663508,Potential
1729,66426.0,1377,18,14,0,0,0.59947160221515,Potential
6720,43795.0,492,14,11,0,1,0.37973649491116335,Potential
6202,63381.0,1005,22,78,0,0,0.4981590951798269,Potential
9799,83664.0,1173,16,57,0,0,0.538177093605946,Potential
5642,62499.0,222,10,0,0,0,0.3204888926906795,Potential
2669,74293.0,1127,15,66,0,0,0.49076927283239874,Potential
7683,70777.0,787,20,80,0,0,0.45410561708634,Potential
3428,68682.0,1598,23,56,0,0,0.6489659423592751,Potential
9999,75276.0,1040,22,2,0,0,0.607421553519448,Potential
2552,55521.0,446,15,11,0,1,0.40654313906934664,Potential
8890,65808.0,272,11,1,0,0,0.3451962660669726,Potential
9973,50437.0,490,16,28,0,0,0.3705518765904978,Potential
10882,53858.0,915,13,50,0,0,0.4048102458873315,Potential
3523,75072.0,1073,17,83,0,0,0.4842654467010817,Potential
7106,75865.0,1242,18,73,0,0,0.5361375216436878,Potential
8581,49505.0,751,20,4,0,0,0.477585443370074,Potential
1361,82584.0,1435,15,26,0,2,0.6552624254480106,Potential
8746,75433.0,1188,17,28,0,2,0.6114730452541839,Potential
3767,61314.0,1008,22,1,0,0,0.5719375121588263,Potential
4324,42387.0,684,16,42,0,0,0.3739030902439837,Potential
238,67309.0,1082,24,76,0,0,0.541529621395676,Potential
6694,75236.0,1068,24,27,0,0,0.6059097011513971,Potential
9699,67272.0,733,20,12,0,0,0.5052936676501222,Potential
10664,51529.0,467,15,14,0,0,0.37354692340414203,Potential
1137,81246.0,1379,16,87,0,2,0.5899229961222316,Potential
2276,57959.0,868,22,71,0,0,0.46846279106388533,Potential
2807,56796.0,1001,24,24,0,0,0.556254472364519,Potential
6131,70829.0,431,14,87,0,0,0.3263284742017292,Potential
6233,65991.0,971,24,21,0,0,0.5740550552661243,Potential
10648,66664.0,1289,18,78,0,0,0.5193869821527376,Potential
1992,60597.0,893,12,2,0,1,0.47974284049893756,Potential
7851,70165.0,926,21,60,0,0,0.5075490013446388,Potential
7059,80124.0,1495,18,47,0,1,0.6426506588196952,Potential
2416,66582.0,1288,19,83,0,0,0.5233498534924306,Potential
9697,53790.0,542,17,86,0,0,0.3381429662447138,Potential
3916,49269.0,890,22,92,0,0,0.4321394084173589,Potential
564,56937.0,906,23,81,0,1,0.4973826932337462,Potential
178,62503.0,973,22,40,0,0,0.5288088805241893,Potential
5512,55842.0,518,16,19,0,0,0.3966021750446827,Potential
8970,62010.0,530,15,93,0,0,0.32821419302275107,Potential
10581,41124.0,506,14,41,0,0,0.32110160777483254,Potential
9286,83151.0,747,18,93,0,0,0.44216859514772455,Potential
2426,78825.0,895,28,35,0,0,0.6118394384023013,Potential
5172,65104.0,1053,15,4,0,0,0.5197750827078921,Potential
5562,60093.0,735,19,92,0,0,0.39969310217847986,Potential
9426,58308.0,900,11,77,0,0,0.3658484371213072,Potential
6605,55614.0,682,19,85,0,1,0.41230540911577135,Potential
3136,59432.0,663,19,88,0,0,0.38922130429262164,Potential
11088,78642.0,1816,17,83,0,0,0.6268769123179736,Potential
716,67911.0,976,24,63,0,0,0.5367580790787698,Potential
466,65275.0,746,20,9,0,0,0.5062922624426437,Potential
5140,64355.0,1445,19,66,0,0,0.5641027974129401,Potential
4945,53653.0,1210,26,29,0,0,0.6009534048101347,Potential
10584,65665.0,945,23,77,0,0,0.5026819740027668,Potential
6071,81217.0,1157,21,77,0,0,0.5565692392277262,Potential
8939,61250.0,730,19,49,0,0,0.44476376810050317,Potential
4320,60152.0,943,22,6,0,0,0.5525432007142719,Potential
4607,71367.0,777,16,24,0,0,0.4726543746035816,Potential
2532,73454.0,1651,12,95,0,1,0.5515494497338823,Potential
4943,70503.0,1727,15,73,0,2,0.6341948094737376,Potential
4322,77863.0,1291,19,20,0,0,0.612327247066295,Potential
702,47682.0,521,15,80,0,0,0.3082185599749516,Potential
2004,72679.0,1168,16,65,0,0,0.5050431396040747,Potential
4769,57954.0,493,16,52,0,1,0.38837679104109185,Potential
6931,76982.0,1062,15,19,0,1,0.5573651408478746,Potential
7822,54058.0,662,18,56,0,0,0.40017550756880343,Potential
10955,85620.0,1600,13,68,0,0,0.5806890977910769,Potential
9240,60504.0,526,16,73,0,0,0.3537553435767418,Potential
9504,81698.0,1008,24,4,0,0,0.6324635115534797,Potential
448,54880.0,795,19,57,0,0,0.434470591479248,Potential
3179,81741.0,1572,19,75,0,0,0.6162633193270942,Potential
9780,71499.0,795,24,12,0,0,0.5633305500028846,Potential
10681,62466.0,889,21,13,0,0,0.5313894856564096,Potential
10232,48799.0,331,12,9,0,0,0.31980411158664757,Potential
9120,66565.0,1065,15,80,0,0,0.44839538838738957,Potential
1029,64413.0,279,11,27,0,0,0.31713692376042546,Potential
2574,61996.0,1230,18,27,0,3,0.6249400196246186,Potential
5057,61794.0,611,18,74,0,0,0.3897479767460917,Potential
254,53863.0,473,15,4,0,1,0.4148665963308987,Potential
4501,69882.0,1478,19,94,0,0,0.5539544204641809,Potential
3075,59973.0,382,14,47,0,0,0.3339822720905596,Potential
2453,62807.0,819,20,83,0,0,0.4393604775813837,Potential
7972,72906.0,1151,16,79,0,0,0.48831726264737985,Potential
895,61467.0,594,17,69,0,0,0.38162126527530027,Potential
988,81168.0,1193,17,84,0,1,0.5434204498504156,Potential
10299,48240.0,882,22,73,0,0,0.4476184431851134,Potential
2782,54456.0,404,14,23,0,0,0.35008804231588553,Potential
10972,72298.0,939,13,52,0,2,0.4976763011982163,Potential
6583,72635.0,981,20,54,0,1,0.5446397587236578,Potential
10156,84196.0,1237,19,56,0,0,0.5800898123625745,Potential
9624,65488.0,963,13,46,0,0,0.44312085217673464,Potential
5156,62466.0,889,21,13,0,0,0.5313894856564096,Potential
944,56181.0,393,13,6,0,0,0.3596813383821314,Potential
1907,63120.0,1477,21,53,0,0,0.5990735542320842,Potential
701,73691.0,1179,16,58,0,1,0.5413334986347029,Potential
3856,63381.0,1005,22,78,0,0,0.4981590951798269,Potential
4149,76140.0,1348,20,57,0,0,0.590879736936151,Potential
2131,62859.0,1307,19,37,0,0,0.56507712233128,Potential
2942,45906.0,486,13,20,0,1,0.36482252809060917,Potential
4679,78710.0,1092,25,42,0,0,0.6121225083774808,Potential
10928,66886.0,599,15,28,0,0,0.4171038646543969,Potential
6661,67445.0,1174,27,63,0,0,0.5997716975057498,Potential
3277,49431.0,365,13,9,0,0,0.33673518617882114,Potential
3867,73059.0,1095,25,36,0,0,0.6063057224437117,Potential
55,56253.0,597,18,83,0,0,0.36593803381375084,Potential
5084,58330.0,1064,23,87,0,0,0.4980418556037273,Potential
9153,59304.0,1048,25,81,0,0,0.5220913665283504,Potential
10379,59247.0,574,16,87,0,0,0.34555707029547217,Potential
9204,66731.0,1029,13,33,0,0,0.47095539720051655,Potential
3197,77353.0,670,18,38,0,0,0.47101335822198415,Potential
2920,52614.0,990,14,63,0,0,0.41192286792749944,Potential
4673,81300.0,1241,18,17,0,1,0.629468535097898,Potential
9937,70337.0,576,16,75,0,0,0.3824180946036687,Potential
9596,65295.0,664,19,19,0,0,0.4719871795027822,Potential
2891,68118.0,928,21,51,0,0,0.5125031333880027,Potential
75,41039.0,467,14,32,0,0,0.32293191681780103,Potential
6327,65777.0,1146,16,87,0,0,0.4636592261371996,Potential
10142,66476.0,689,18,99,0,0,0.38893453014819007,Potential
7279,69476.0,1044,14,3,0,0,0.5193879203953703,Potential
7230,50611.0,493,16,98,0,1,0.32577141269327936,Potential
143,61209.0,957,12,73,0,0,0.39597913543890934,Potential
10888,45938.0,636,18,46,0,0,0.38771201285534895,Potential
1277,78468.0,1004,27,29,0,1,0.6525105726291505,Potential
9977,78901.0,734,17,99,0,0,0.4150330955171732,Potential
10196,71427.0,614,18,26,0,0,0.4599513676097515,Potential
6384,71022.0,1453,18,30,0,1,0.6321972701764036,Potential
6988,71952.0,1443,20,93,0,2,0.612541365361743,Potential
6991,43185.0,637,18,88,0,0,0.3394177482709543,Potential
3336,66375.0,948,11,96,0,1,0.39809484932182704,Potential
1272,55250.0,903,22,49,0,0,0.49107857622510126,Potential
1044,58398.0,596,17,44,0,0,0.40049054364716086,Potential
10479,76618.0,1511,10,64,0,0,0.5206744187629646,Potential
3619,87305.0,1152,16,19,0,1,0.6057553075293584,Potential
10159,58710.0,1185,25,77,0,0,0.54967494367708,Potential
5114,74806.0,965,14,1,0,0,0.5187951564481202,Potential
4990,59111.0,869,20,90,0,0,0.43323447466125736,Potential
10936,72190.0,1947,15,79,0,0,0.6217456821283218,Potential
6086,80395.0,1380,23,62,0,1,0.6541113070645,Potential
437,75012.0,1027,22,41,0,0,0.5650893925270054,Potential
11171,56962.0,411,14,60,0,0,0.31949242140213985,Potential
11101,89891.0,836,25,17,0,1,0.6405192270362504,Potential
610,53593.0,480,15,60,0,0,0.3339770990268587,Potential
9384,66373.0,606,16,57,0,0,0.3973279535570881,Potential
7072,67432.0,1335,17,69,0,0,0.5291344507009171,Potential
6255,70545.0,334,12,29,0,0,0.34794635694208365,Potential
5564,62882.0,1338,18,26,0,0,0.5724865227732379,Potential
5682,64108.0,1099,26,8,0,0,0.6250137696456756,Potential
5278,82224.0,902,20,83,0,1,0.5220956198421957,Potential
10548,71163.0,960,23,30,0,0,0.5649626150059108,Potential
6974,83443.0,1497,21,89,0,0,0.6110097050274756,Potential
7094,58330.0,1064,23,87,0,0,0.4980418556037273,Potential
7723,75507.0,1440,20,56,0,0,0.6071852532717164,Potential
3870,63855.0,1006,23,28,0,0,0.5592624289566981,Potential
4012,62220.0,1226,18,55,0,0,0.5214240543858318,Potential
5909,58512.0,1171,15,25,0,0,0.5054756714786668,Potential
6887,79146.0,564,17,33,0,0,0.45140395848106574,Potential
6406,78285.0,1427,20,13,0,0,0.6543680299337301,Potential
4508,75127.0,833,18,92,0,0,0.4411395993952296,Potential
8786,62058.0,450,14,52,0,0,0.34584856566959826,Potential
10582,72063.0,758,19,3,0,0,0.5200751902860669,Potential
1915,78939.0,1507,19,57,0,0,0.6164964284472352,Potential
8897,42720.0,654,17,9,0,0,0.4119020403751322,Potential
4964,74250.0,1158,17,90,0,0,0.4908050625695631,Potential
10736,72258.0,1525,20,28,0,0,0.6437435881679203,Potential
3194,71466.0,1230,18,86,0,0,0.5111601748228278,Potential
6299,42564.0,813,18,28,0,1,0.45558139355841865,Potential
10846,43783.0,629,16,22,0,1,0.41219785773310924,Potential
6543,62847.0,1612,13,45,0,0,0.556040372222223,Potential
10446,82017.0,729,16,58,0,3,0.5280146596177039,Potential
199,45183.0,315,12,33,0,1,0.30971126096164747,Potential
6722,70421.0,767,20,98,0,0,0.43151370172386466,Potential
796,60161.0,1071,23,17,0,0,0.5740433175874673,Potential
310,61872.0,573,17,81,0,0,0.3665813402592449,Potential
3483,48192.0,1526,22,76,0,3,0.6362903696234348,Potential
4599,49681.0,458,15,66,0,0,0.31532715475587275,Potential
7352,55267.0,405,13,28,0,0,0.337626584073171,Potential
2350,59666.0,1027,13,87,0,1,0.425517528783445,Potential
9145,72504.0,1478,20,43,0,0,0.6206080200247719,Potential
9687,73170.0,726,15,1,0,0,0.4812245903614522,Potential
3732,52750.0,860,21,72,0,0,0.44517670004993376,Potential
6303,91820.0,1497,22,72,0,0,0.6559700012520706,Potential
11176,65968.0,495,16,12,0,0,0.42175925301893147,Potential
3900,65685.0,769,20,54,0,0,0.4659106476126836,Potential
1,57091.0,577,17,0,0,1,0.4636158654624213,Potential
9499,93404.0,1616,14,97,0,2,0.6307833231238171,Potential
2150,80995.0,1482,21,83,0,0,0.6089686572769202,Potential
8560,48789.0,680,17,94,0,0,0.34409963288509327,Potential
3321,56575.0,542,17,42,0,0,0.3887091508899777,Potential
9904,71391.0,1043,23,50,0,0,0.5603161777420724,Potential
5121,56628.0,761,18,30,0,1,0.4750437492506278,Potential
5332,82504.0,1066,16,2,0,0,0.5717753429805442,Potential
10343,61618.0,1345,17,27,0,0,0.5605926583103499,Potential
5935,55284.0,764,20,60,0,0,0.43608059267851107,Potential
7848,49166.0,368,11,17,0,0,0.30986601401085995,Potential
9477,65324.0,544,17,0,0,0,0.45072742675430394,Potential
5794,46374.0,446,15,1,0,2,0.42153802435279997,Potential
1456,60474.0,1180,24,25,0,0,0.5957957722993112,Potential
425,55357.0,727,19,66,0,0,0.4140944451212725,Potential
2036,57906.0,401,14,29,0,0,0.351066785096332,Potential
115,43456.0,393,14,0,0,0,0.34714597709788014,Potential
8687,53172.0,486,13,54,0,0,0.32145057105387287,Potential
9353,62450.0,995,14,61,0,1,0.46147058589004253,Potential
7631,61346.0,989,22,34,0,0,0.5352283273377443,Potential
773,42835.0,595,16,64,0,0,0.33652293751976,Potential
8825,51195.0,564,16,46,0,0,0.3674582340919053,Potential
2930,68092.0,1281,18,7,0,0,0.5927920291130385,Potential
10925,76630.0,1003,24,93,0,0,0.5305176007848623,Potential
8800,48948.0,902,22,53,0,1,0.49800429577450117,Potential
9224,55260.0,1139,23,81,0,0,0.5109576454510043,Potential
5519,64090.0,797,19,8,0,0,0.5045729037617059,Potential
5046,78331.0,1638,23,97,0,0,0.6360165167336378,Potential
8624,81320.0,928,17,61,0,0,0.4939215897613978,Potential
6445,66825.0,858,15,73,0,0,0.4184922597984934,Potential
2727,57100.0,409,12,19,0,0,0.34209714523425233,Potential
6404,58917.0,282,11,10,0,0,0.3227719562020859,Potential
11074,85072.0,1423,17,94,0,0,0.5586179161642499,Potential
7053,78420.0,1453,21,75,0,0,0.6061293527310726,Potential
4654,75114.0,1253,18,40,0,0,0.5698152365692422,Potential
9760,52278.0,1198,25,24,0,0,0.5914299649923777,Potential
9308,62820.0,976,13,51,0,0,0.4345637061506564,Potential
10505,73113.0,1001,14,86,0,0,0.43574479316977194,Potential
4483,72354.0,1228,18,67,0,0,0.5319412599697431,Potential
2008,77583.0,1149,18,93,0,1,0.5278436584900119,Potential
10037,74293.0,1127,15,66,0,0,0.49076927283239874,Potential
10673,68397.0,1416,20,6,0,0,0.6377086484116709,Potential
5303,79632.0,1113,19,42,0,0,0.561708115077167,Potential
7922,64950.0,966,23,29,0,1,0.5784041208538216,Potential
4843,75127.0,833,18,92,0,0,0.4411395993952296,Potential
1628,71796.0,960,16,54,0,0,0.47648659526873566,Potential
3673,55239.0,779,23,59,0,0,0.46783745582270253,Potential
760,60554.0,811,21,8,0,0,0.51808968058237,Potential
8957,64831.0,1120,14,51,0,0,0.47447760874586103,Potential
4128,56067.0,725,18,51,0,0,0.42106886240166314,Potential
6810,82025.0,1187,11,76,0,1,0.4960467685276728,Potential
3202,51563.0,1250,18,60,0,2,0.5473013597639923,Potential
1328,57937.0,683,17,56,0,0,0.40313592962713346,Potential
2882,67893.0,995,14,31,0,0,0.47873793644910884,Potential
2134,53700.0,694,18,94,0,0,0.36680885655542406,Potential
4640,70647.0,1079,24,65,0,0,0.5594338928729773,Potential
3635,52597.0,578,17,69,0,0,0.3592219616880186,Potential
7801,54753.0,728,18,87,0,0,0.38236104311042135,Potential
3933,44010.0,662,18,46,0,0,0.38818989449644414,Potential
10981,84219.0,1198,17,27,0,0,0.5836095376368949,Potential
6357,59052.0,491,15,29,0,0,0.379284883618778,Potential
9209,80573.0,1564,23,85,0,0,0.6396438873197242,Potential
10286,83715.0,926,23,2,0,0,0.6146692691660822,Potential
1600,56962.0,411,14,60,0,0,0.31949242140213985,Potential
5407,53103.0,1085,23,70,0,1,0.5325329925829085,Potential
3056,63693.0,1150,26,63,0,0,0.5777963001637604,Potential
6872,65352.0,405,14,43,0,0,0.35401802221618517,Potential
9305,79689.0,1315,26,65,0,0,0.640864536430659,Potential
7378,42021.0,573,17,34,0,1,0.395421378676015,Potential
7646,64449.0,805,20,70,0,0,0.453561790933199,Potential
1212,52845.0,936,22,7,0,1,0.5592018504958366,Potential
10473,78028.0,528,19,38,0,2,0.5061163397535533,Potential
9984,56337.0,724,17,25,0,2,0.48836860026119755,Potential
7453,36130.0,488,15,46,0,1,0.3361839219035494,Potential
8952,65569.0,859,21,96,0,0,0.4489304871459199,Potential
10634,59412.0,406,14,56,0,0,0.3280113059480549,Potential
7010,70924.0,1363,19,41,0,1,0.613921681271916,Potential
6059,64504.0,1314,18,81,0,0,0.5161432204463225,Potential
8911,56320.0,702,18,11,0,0,0.4578573200278482,Potential
8985,68316.0,1211,27,54,0,0,0.6174881652385601,Potential
9888,68695.0,1091,15,3,0,0,0.5355709837972591,Potential
1020,79593.0,1366,18,70,0,1,0.5948533149848753,Potential
5863,47703.0,655,17,95,0,0,0.3361679210028601,Potential
3717,61180.0,704,16,70,0,1,0.4155569387046522,Potential
4998,76081.0,1033,13,85,0,1,0.4647080000091921,Potential
966,44529.0,691,19,98,0,1,0.3764404375950161,Potential
4767,70924.0,1363,19,41,0,1,0.613921681271916,Potential
7290,70596.0,968,20,68,0,0,0.4986584752794479,Potential
4507,72228.0,1250,21,87,0,0,0.5435776042147602,Potential
11013,67605.0,938,16,84,0,0,0.4329809536795522,Potential
4491,62845.0,1178,17,3,0,1,0.5822419596570736,Potential
3759,65196.0,1155,24,34,0,1,0.6175498832469917,Potential
1162,42000.0,653,18,23,0,0,0.4053716075617533,Potential
10766,65526.0,506,16,22,0,0,0.4126818409273968,Potential
2875,67023.0,906,23,93,1,0,0.43243163251844613,Potential
11112,70713.0,1477,19,23,0,0,0.6273168442639555,Potential
3807,59925.0,766,20,83,0,0,0.42341246132614,Potential
10832,46610.0,467,13,4,0,0,0.3540854236136509,Potential
10855,50014.0,396,13,9,0,0,0.34363941788397995,Potential
3535,66294.0,967,12,68,0,0,0.4140208216346518,Potential
8707,79456.0,1401,15,12,0,0,0.6063612789860321,Potential
6295,54233.0,981,22,46,0,0,0.5060209211400206,Potential
1509,84460.0,523,22,80,0,4,0.5550484573607333,Potential
7348,71691.0,1192,16,0,0,0,0.5728810546486319,Potential
4944,71367.0,777,16,24,0,0,0.4726543746035816,Potential
9964,61825.0,424,14,56,0,0,0.33658016129008433,Potential
4790,79803.0,868,12,54,0,0,0.439900053279301,Potential
10245,80910.0,756,14,71,0,0,0.4235972560491033,Potential
6001,56775.0,937,23,62,0,0,0.49684125115071276,Potential
10552,54210.0,367,12,18,0,0,0.3291368083386768,Potential
146,76045.0,1323,20,78,0,1,0.5899243332321534,Potential
4741,65463.0,562,17,17,0,1,0.4621260596403564,Potential
375,76773.0,1156,15,79,0,0,0.48834925174638466,Potential
1524,81698.0,1104,15,1,0,1,0.5935311483201795,Potential
4356,71819.0,1574,11,70,0,2,0.5748669201912917,Potential
1175,36262.0,426,11,24,0,1,0.30995082929019857,Potential
2320,47025.0,635,18,98,0,0,0.3373947289266705,Potential
850,70566.0,757,20,4,0,0,0.5249681380596432,Potential
