ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Age,Total_Campaign_Accepted,Customer_Segment,Total_Spent,Total_Purchases,Customer_Type
9360,1982,Graduation,Married,37040.0,0,0,08-08-2012,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,316,42,0,Current Non-Loyal Customer,316,11,Low Value
5376,1979,Graduation,Married,2447.0,1,0,06-01-2013,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,1730,45,0,Current Loyal Customer,1730,28,Potential
1993,1949,PhD,Married,58607.0,0,1,23-12-2012,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,972,75,1,Potential Customer,972,14,Potential
4047,1954,PhD,Married,65324.0,0,1,11-01-2014,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,544,70,0,Current Non-Loyal Customer,544,17,Low Value
1409,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,73,0,Current Non-Loyal Customer,444,13,Low Value
7892,1969,Graduation,Single,18589.0,0,0,02-01-2013,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,75,55,0,Current Non-Loyal Customer,75,6,Low Value
2404,1976,Graduation,Married,53359.0,1,1,27-05-2013,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,257,48,0,Current Non-Loyal Customer,257,10,Low Value
5255,1986,Graduation,Single,,1,0,20-02-2013,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,637,38,0,Current Loyal Customer,637,27,Potential
9422,1989,Graduation,Married,38360.0,1,0,31-05-2013,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,131,35,0,Current Non-Loyal Customer,131,7,Low Value
1966,1965,PhD,Married,84618.0,0,0,22-11-2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,59,1,Potential Customer,1672,25,Potential
6864,1989,Master,Divorced,10979.0,0,0,22-05-2014,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,35,0,Current Non-Loyal Customer,30,6,Low Value
3033,1963,Master,Together,38620.0,0,0,11-05-2013,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,318,61,0,Current Non-Loyal Customer,318,10,Low Value
5710,1970,Graduation,Together,40548.0,0,1,10-10-2012,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,120,54,1,Current Non-Loyal Customer,120,7,Low Value
7373,1952,PhD,Divorced,46610.0,0,2,29-10-2012,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,302,72,0,Current Non-Loyal Customer,302,11,Low Value
8755,1946,Master,Married,68657.0,0,0,20-02-2013,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,1196,78,0,Current Loyal Customer,1196,17,Loyal
10738,1951,Master,Single,49389.0,1,1,29-08-2013,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,65,73,0,Current Non-Loyal Customer,65,5,Low Value
4339,1970,PhD,Married,67353.0,0,1,31-12-2013,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,913,54,0,Current Loyal Customer,913,23,Loyal
10755,1976,2n Cycle,Married,23718.0,1,0,02-09-2013,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,81,48,0,Current Non-Loyal Customer,81,6,Low Value
8595,1973,Graduation,Widow,42429.0,0,1,11-02-2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,51,0,Current Non-Loyal Customer,67,5,Negative
2968,1943,PhD,Divorced,48948.0,0,0,01-02-2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,902,81,1,Current Non-Loyal Customer,902,22,Potential
8601,1980,Graduation,Married,80011.0,0,1,29-04-2013,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,1395,44,0,Current Loyal Customer,1395,19,Loyal
503,1985,Master,Married,20559.0,1,0,12-03-2013,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,53,39,0,Current Non-Loyal Customer,53,5,Low Value
8430,1957,Graduation,Together,21994.0,0,1,24-12-2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,22,67,0,Current Non-Loyal Customer,22,3,Low Value
7281,1959,PhD,Single,,0,0,05-11-2013,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,186,65,0,Current Non-Loyal Customer,186,8,Negative
2139,1975,Master,Married,7500.0,1,0,02-10-2013,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,31,49,0,Current Non-Loyal Customer,31,5,Low Value
1371,1976,Graduation,Single,79941.0,0,0,28-06-2014,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,984,48,0,Current Non-Loyal Customer,984,15,Potential
9909,1996,2n Cycle,Married,7500.0,0,0,09-11-2012,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,122,28,0,Current Non-Loyal Customer,122,7,Low Value
7286,1968,Graduation,Together,41728.0,1,0,24-05-2013,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,55,56,0,Current Non-Loyal Customer,55,4,Negative
7244,1951,Graduation,Single,,2,1,01-01-2014,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,124,73,0,Current Non-Loyal Customer,124,7,Negative
6566,1954,PhD,Married,72550.0,1,1,08-11-2012,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,1319,70,0,Current Loyal Customer,1319,19,Loyal
8614,1957,Graduation,Widow,65486.0,0,1,12-05-2014,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,507,67,0,Current Non-Loyal Customer,507,16,Low Value
4114,1964,Master,Married,79143.0,0,0,11-08-2012,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,1693,60,0,Current Loyal Customer,1693,28,Loyal
1331,1977,Graduation,Single,35790.0,1,0,02-01-2013,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,72,47,0,Current Non-Loyal Customer,72,5,Low Value
2225,1977,Graduation,Divorced,82582.0,0,0,07-06-2014,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,1617,47,2,Potential Customer,1617,20,Potential
9381,1978,Graduation,Married,66373.0,1,1,12-06-2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,46,0,Current Non-Loyal Customer,606,16,Potential
6260,1955,Master,Together,82384.0,0,0,19-11-2012,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,1957,69,1,Potential Customer,1957,26,Potential
10383,1966,Graduation,Divorced,70287.0,0,0,02-04-2013,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,1093,58,0,Current Loyal Customer,1093,20,Loyal
7437,1988,Graduation,Single,27938.0,1,0,28-04-2014,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,29,36,0,Current Non-Loyal Customer,29,5,Low Value
8557,1982,Graduation,Single,,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,46,42,0,Current Non-Loyal Customer,46,5,Low Value
8375,1968,PhD,Married,55954.0,0,1,03-03-2014,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,518,56,0,Current Non-Loyal Customer,518,16,Low Value
6853,1982,Master,Single,75777.0,0,0,04-07-2013,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,1438,42,2,Current Loyal Customer,1438,20,Loyal
3076,1975,Graduation,Together,66653.0,1,1,07-09-2012,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,612,49,0,Current Loyal Customer,612,18,Potential
1012,1952,Graduation,Single,61823.0,0,1,18-02-2013,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,884,72,0,Current Loyal Customer,884,20,Loyal
6518,1951,PhD,Widow,67680.0,0,1,11-06-2013,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,606,73,0,Current Loyal Customer,606,18,Potential
4137,1948,Graduation,Together,70666.0,0,0,06-12-2013,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,1076,76,0,Current Loyal Customer,1076,15,Potential
8082,1971,Graduation,Married,25721.0,1,0,21-05-2013,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,34,53,0,Current Non-Loyal Customer,34,4,Low Value
1386,1967,Graduation,Together,32474.0,1,1,11-05-2014,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,11,57,0,Current Non-Loyal Customer,11,3,Low Value
9369,1979,2n Cycle,Single,88194.0,0,1,19-03-2014,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,1274,45,2,Current Loyal Customer,1274,31,Loyal
4477,1958,Graduation,Together,69096.0,0,1,27-09-2013,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,653,66,0,Current Loyal Customer,653,17,Potential
1357,1970,Graduation,Together,74854.0,1,2,08-04-2013,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,1562,54,0,Current Non-Loyal Customer,1562,12,Negative
1402,1954,Master,Married,66991.0,0,0,11-09-2012,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,1253,70,0,Current Loyal Customer,1253,18,Loyal
10629,1973,2n Cycle,Married,,1,0,14-09-2012,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,109,51,0,Current Non-Loyal Customer,109,6,Low Value
6312,1959,Graduation,Married,65031.0,0,1,17-03-2013,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,863,65,0,Current Loyal Customer,863,26,Loyal
8132,1975,PhD,Married,60631.0,1,1,05-04-2013,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,661,49,1,Potential Customer,661,19,Potential
1050,1952,Graduation,Married,28332.0,0,0,30-04-2014,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,65,72,0,Current Non-Loyal Customer,65,7,Low Value
5846,1977,Graduation,Divorced,40246.0,1,0,19-12-2012,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,13,47,0,Current Non-Loyal Customer,13,3,Low Value
1859,1972,Master,Married,75251.0,0,0,27-08-2012,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,1890,52,0,Current Loyal Customer,1890,18,Loyal
7503,1976,Graduation,Single,75825.0,0,0,12-10-2012,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,2209,48,1,Current Loyal Customer,2209,22,Loyal
10401,1976,2n Cycle,Together,26326.0,0,0,04-09-2013,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,18,48,0,Current Non-Loyal Customer,18,3,Low Value
1618,1965,Graduation,Together,56046.0,0,0,02-01-2013,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,692,59,1,Current Loyal Customer,692,19,Potential
3332,1985,Graduation,Single,29760.0,1,0,29-08-2012,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,165,39,0,Current Non-Loyal Customer,165,8,Negative
2261,1969,Graduation,Married,26304.0,1,0,23-06-2013,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,16,55,0,Current Non-Loyal Customer,16,3,Low Value
5346,1973,2n Cycle,Married,23559.0,1,0,03-07-2013,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,79,51,0,Current Non-Loyal Customer,79,6,Low Value
4119,1963,Master,Together,38620.0,0,0,11-05-2013,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,318,61,0,Current Non-Loyal Customer,318,10,Low Value
535,1987,Graduation,Divorced,81361.0,0,0,25-02-2014,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,778,37,0,Current Loyal Customer,778,26,Loyal
5268,1960,Graduation,Married,29440.0,1,1,11-08-2013,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,56,64,0,Current Non-Loyal Customer,56,5,Low Value
273,1970,Master,Married,36138.0,1,1,16-07-2013,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,151,54,1,Current Non-Loyal Customer,151,8,Low Value
4452,1957,Graduation,Single,50388.0,0,1,28-05-2014,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,372,67,2,Current Non-Loyal Customer,372,13,Low Value
8504,1973,Graduation,Married,79593.0,0,0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,1366,51,1,Potential Customer,1366,18,Potential
771,1967,Graduation,Together,54178.0,0,1,21-01-2014,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,194,57,0,Current Non-Loyal Customer,194,9,Negative
8996,1957,PhD,Married,,2,1,19-11-2012,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,603,67,0,Current Non-Loyal Customer,603,17,Low Value
9235,1957,Graduation,Single,,1,1,27-05-2014,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,18,67,0,Current Non-Loyal Customer,18,3,Low Value
5798,1973,Master,Together,,0,0,23-11-2013,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,985,51,0,Current Non-Loyal Customer,985,14,Negative
11178,1972,Master,Single,42394.0,1,0,23-03-2014,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,32,52,0,Current Non-Loyal Customer,32,4,Low Value
2230,1970,PhD,Married,23626.0,1,0,24-05-2014,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,43,54,0,Current Non-Loyal Customer,43,7,Negative
7516,1983,Graduation,Married,30096.0,1,0,22-05-2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,45,41,0,Current Non-Loyal Customer,45,5,Low Value
7247,1960,Graduation,Widow,47916.0,0,1,22-11-2012,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,606,64,1,Current Non-Loyal Customer,606,17,Potential
11100,1972,Graduation,Divorced,51813.0,1,1,11-04-2013,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,63,52,0,Current Non-Loyal Customer,63,5,Low Value
4646,1951,2n Cycle,Married,78497.0,0,0,01-12-2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,978,73,1,Current Loyal Customer,978,24,Loyal
3037,1983,PhD,Married,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,410,41,0,Current Non-Loyal Customer,410,14,Low Value
1473,1960,2n Cycle,Single,47823.0,0,1,23-07-2013,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,72,64,0,Current Non-Loyal Customer,72,5,Low Value
1016,1959,PhD,Single,34554.0,0,1,30-03-2014,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,55,65,0,Current Non-Loyal Customer,55,5,Low Value
4518,1979,Graduation,Together,85693.0,0,1,20-04-2013,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,1169,45,0,Current Non-Loyal Customer,1169,25,Potential
9370,1945,PhD,Married,65846.0,0,0,17-05-2013,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,1120,79,0,Current Non-Loyal Customer,1120,15,Potential
8908,1959,Graduation,Married,87195.0,0,0,08-05-2014,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,1097,65,0,Current Loyal Customer,1097,19,Loyal
8373,1979,Basic,Together,24594.0,1,0,10-12-2013,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,29,45,0,Current Non-Loyal Customer,29,4,Low Value
7533,1964,Graduation,Married,49096.0,1,1,24-09-2013,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,187,60,0,Current Non-Loyal Customer,187,9,Low Value
2683,1969,Graduation,Married,52413.0,0,2,02-02-2013,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,910,55,0,Current Non-Loyal Customer,910,22,Potential
3629,1978,Graduation,Single,38557.0,1,0,19-12-2012,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,145,46,0,Current Non-Loyal Customer,145,7,Low Value
10991,1960,Master,Married,89058.0,0,0,07-12-2012,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,850,64,0,Current Loyal Customer,850,13,Potential
5077,1979,Graduation,Together,77298.0,0,1,02-11-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,45,0,Current Loyal Customer,969,23,Loyal
7431,1991,PhD,Single,68126.0,0,0,10-11-2012,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,1820,33,1,Current Loyal Customer,1820,16,Loyal
3267,1963,Master,Together,57288.0,0,1,25-06-2014,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,608,61,1,Current Loyal Customer,608,17,Potential
999,1991,Graduation,Single,86037.0,0,0,02-01-2013,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,730,33,2,Potential Customer,730,24,Potential
9215,1980,PhD,Married,43974.0,1,0,12-12-2012,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,551,44,0,Current Non-Loyal Customer,551,16,Low Value
2286,1962,Graduation,Single,50785.0,1,1,10-09-2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,114,62,0,Current Non-Loyal Customer,114,6,Low Value
1592,1970,Graduation,Married,90765.0,0,0,24-01-2014,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,1724,54,2,Current Loyal Customer,1724,15,Potential
367,1978,2n Cycle,Married,36550.0,1,0,19-02-2013,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,577,46,0,Current Non-Loyal Customer,577,15,Negative
5234,1967,2n Cycle,Together,30753.0,1,1,11-07-2013,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,81,57,0,Current Non-Loyal Customer,81,5,Low Value
9862,1969,Graduation,Together,21918.0,1,0,14-11-2013,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,33,55,0,Current Non-Loyal Customer,33,5,Low Value
9805,1953,Master,Together,56129.0,0,1,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,71,0,Current Non-Loyal Customer,660,18,Potential
6205,1967,Master,Single,32557.0,1,0,24-02-2014,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,80,57,0,Current Non-Loyal Customer,80,6,Low Value
8442,1985,Master,Married,19510.0,2,0,04-09-2013,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,30,39,0,Current Non-Loyal Customer,30,4,Low Value
7386,1976,Graduation,Divorced,30992.0,1,0,22-04-2013,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,43,48,0,Current Non-Loyal Customer,43,4,Low Value
7215,1983,Graduation,Single,101970.0,0,0,12-03-2013,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,1135,41,3,Potential Customer,1135,27,Potential
1491,1965,2n Cycle,Together,71488.0,0,0,18-02-2013,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,559,59,0,Current Non-Loyal Customer,559,14,Negative
11071,1984,Graduation,Single,79607.0,0,0,21-04-2013,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,1923,40,0,Current Loyal Customer,1923,15,Potential
3381,1953,Master,Married,54348.0,1,1,08-06-2014,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,90,71,0,Current Non-Loyal Customer,90,6,Low Value
8268,1961,PhD,Married,,0,1,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,63,0,Current Non-Loyal Customer,404,14,Low Value
11051,1956,PhD,Together,77376.0,1,1,10-05-2014,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,661,68,0,Current Non-Loyal Customer,661,19,Potential
8026,1952,Graduation,Married,62998.0,0,1,30-09-2013,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,463,72,0,Current Non-Loyal Customer,463,14,Low Value
433,1958,Master,Alone,61331.0,1,1,10-03-2013,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,632,66,0,Current Loyal Customer,632,18,Potential
9597,1969,Graduation,Married,73448.0,0,0,10-02-2014,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,725,55,0,Current Loyal Customer,725,18,Potential
1295,1963,Graduation,Married,,0,1,11-08-2013,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,725,61,0,Current Non-Loyal Customer,725,18,Negative
5290,1964,PhD,Married,41551.0,1,1,14-08-2013,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,279,60,0,Current Non-Loyal Customer,279,11,Low Value
1685,1967,PhD,Together,62981.0,0,0,17-03-2013,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,1482,57,1,Current Loyal Customer,1482,22,Loyal
5342,1976,Basic,Divorced,9548.0,1,0,08-08-2012,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,29,48,0,Current Non-Loyal Customer,29,4,Low Value
9579,1959,PhD,Married,33762.0,2,1,07-07-2013,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,106,65,0,Current Non-Loyal Customer,106,6,Low Value
7660,1973,PhD,Alone,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,49,51,1,Current Non-Loyal Customer,49,4,Low Value
1461,1965,PhD,Divorced,36921.0,1,1,28-07-2013,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,38,59,0,Current Non-Loyal Customer,38,5,Negative
821,1992,Master,Single,92859.0,0,0,19-10-2012,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,2077,32,0,Current Loyal Customer,2077,21,Loyal
11084,1976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,1053,48,0,Current Loyal Customer,1053,15,Potential
